trx_code,trx_id,rek_code,rek,creationdate,type,amount,balance
616495,209535638,2623,6240,2023-09-27 07:02:05+07:00,1,10010.0,685794.15
194610,209536298,515,541,2023-09-27 07:02:47+07:00,1,10358.0,201394.0
89266,209536134,4090,11745,2023-09-27 07:02:39+07:00,1,2903.0,113244.58
194614,209586321,2604,13082,2023-09-27 09:13:34+07:00,5,-50000.0,4690600.32
642062,209535552,3533,6228,2023-09-27 07:01:58+07:00,1,39094.0,5501909.81
35374,249028961,3799,7665,2024-01-02 20:51:42+07:00,5,-100000.0,1273889.98
30044,248964216,2524,9210,2024-01-02 14:45:08+07:00,5,-10000.0,11078775.2
57757,248963059,2524,9210,2024-01-02 14:38:37+07:00,5,-10000.0,11088775.2
632611,248952509,1688,7977,2024-01-02 13:40:22+07:00,5,-20000.0,2225693.81
633315,248943845,6583,15414,2024-01-02 12:39:45+07:00,5,-200000.0,1362876.1
652074,248983471,2604,13082,2024-01-02 16:30:33+07:00,5,-150000.0,7465722.26
617720,249024757,5614,1207,2024-01-02 20:25:03+07:00,5,-130000.0,16804383.43
620440,249018659,2604,13082,2024-01-02 19:47:30+07:00,5,-13000.0,7452722.26
281049,248949736,7868,825,2024-01-02 13:22:08+07:00,5,-6400000.0,31657.65
521830,248905924,2623,6240,2024-01-02 07:17:22+07:00,1,10010.0,78608.39
632606,248905112,13507,9175,2024-01-02 07:15:42+07:00,1,26916.0,202987.77
283553,248904125,19108,11284,2024-01-02 07:13:46+07:00,1,10570.0,1450298.68
337885,248946311,7868,825,2024-01-02 12:57:40+07:00,5,-412000.0,6431657.65
591482,248924491,893,15169,2024-01-02 10:11:51+07:00,5,-90000.0,1442898.03
521844,249025635,2524,9210,2024-01-02 20:30:29+07:00,5,-90000.0,10988775.2
281045,248905032,515,541,2024-01-02 07:15:32+07:00,1,40066.0,2259604.76
521826,248904774,12429,10694,2024-01-02 07:15:03+07:00,1,22444.0,832136.85
640547,248913143,5614,1207,2024-01-02 08:33:44+07:00,5,-385497.0,17474383.43
620435,248949873,2297,7638,2024-01-02 13:23:11+07:00,5,-44000.0,1330.12
132202,248903980,9718,10957,2024-01-02 07:13:26+07:00,1,17858.0,277025.79
337128,248904497,11213,1734,2024-01-02 07:14:32+07:00,1,40323.0,86439.34
652065,248905270,6583,15414,2024-01-02 07:16:00+07:00,1,8142.0,1562876.1
622717,248997949,5614,1207,2024-01-02 17:48:14+07:00,5,-540000.0,16934383.43
337135,248950772,1688,7977,2024-01-02 13:29:24+07:00,1,66000.0,2245693.81
644364,248904787,19034,7354,2024-01-02 07:15:05+07:00,1,4966.0,185333.02
30051,249018712,2604,13082,2024-01-02 19:47:49+07:00,5,-4000.0,7448722.26
281046,248905394,6719,2109,2024-01-02 07:16:15+07:00,1,16853.0,743450.45
283554,248904432,2297,7638,2024-01-02 07:14:25+07:00,1,4966.0,45330.12
600681,248950139,19034,7354,2024-01-02 13:25:04+07:00,5,-184000.0,1333.02
620426,248903931,4090,11745,2024-01-02 07:13:21+07:00,1,2903.0,152648.97
562960,248929678,2212,5908,2024-01-02 10:54:09+07:00,5,-2600000.0,3076363.93
591479,248905348,15382,2864,2024-01-02 07:16:09+07:00,1,44165.0,2970506.23
634457,216540907,1035,6672,2023-10-02 07:02:40+07:00,1,10779.0,997325.7
88590,216540813,2623,6240,2023-10-02 07:02:26+07:00,1,10010.0,737993.23
178671,216550466,3799,7665,2023-10-02 09:04:49+07:00,5,-100000.0,1362309.5
642359,216574418,2604,13082,2023-10-02 13:05:07+07:00,1,398000.0,2527649.55
178666,216540806,6583,15414,2023-10-02 07:02:24+07:00,1,8142.0,948152.15
39918,216540780,3533,6228,2023-10-02 07:02:20+07:00,1,39094.0,5715804.31
634470,216583453,893,15169,2023-10-02 14:26:29+07:00,5,-42000.0,11608098.24
642361,216584775,7868,825,2023-10-02 14:37:50+07:00,5,-50000.0,960728.35
178667,216540957,19034,7354,2023-10-02 07:02:45+07:00,1,4966.0,31402.65
90003,216540669,1688,7977,2023-10-02 07:01:56+07:00,1,20218.0,368969.59
628089,210055615,2604,13082,2023-09-28 22:11:40+07:00,5,-1500000.0,2713600.32
376358,293719699,2524,9210,2024-05-01 00:30:52+07:00,7,-11565.19,12533097.29
88326,209969251,2604,13082,2023-09-28 15:04:10+07:00,5,-30000.0,4213600.32
113499,209896905,2297,7638,2023-09-28 08:01:47+07:00,1,4966.0,10932.04
113502,209897180,515,541,2023-09-28 08:02:09+07:00,1,10358.0,211752.0
628072,209896907,19034,7354,2023-09-28 08:01:47+07:00,1,4966.0,10932.45
615840,239148533,19034,7354,2023-12-13 07:16:40+07:00,1,4966.0,105432.8
328371,239148993,4090,11745,2023-12-13 07:17:48+07:00,1,2903.0,105788.14
115183,239149416,15382,2864,2023-12-13 07:18:49+07:00,1,44165.0,2078921.0
560378,239148267,6583,15414,2023-12-13 07:15:58+07:00,1,8142.0,2442256.86
116042,239149476,13507,9175,2023-12-13 07:18:58+07:00,1,2387.0,39581.24
334993,239148166,19108,11284,2023-12-13 07:15:43+07:00,1,10570.0,1234156.02
17789,239149555,2623,6240,2023-12-13 07:19:08+07:00,1,10010.0,706267.86
649972,239149743,3533,6228,2023-12-13 07:19:37+07:00,1,39094.0,8581014.17
328370,239148144,9718,10957,2023-12-13 07:15:40+07:00,1,17858.0,504139.29
615837,239148070,6719,2109,2023-12-13 07:15:28+07:00,1,16853.0,421505.38
178210,239149363,2297,7638,2023-12-13 07:18:42+07:00,1,4966.0,115555.13
560377,239148228,515,541,2023-12-13 07:15:52+07:00,1,40066.0,1452874.56
116039,239148097,12429,10694,2023-12-13 07:15:32+07:00,1,22444.0,381574.99
596890,239243051,2524,9210,2023-12-13 21:38:16+07:00,1,3925000.0,9721562.31
116053,239241462,2524,9210,2023-12-13 21:22:36+07:00,5,-100000.0,5796562.31
276586,239161804,893,15169,2023-12-13 10:05:05+07:00,5,-100000.0,7228995.61
637395,239199734,10641,8538,2023-12-13 16:05:11+07:00,5,-100000.0,1769.5
628077,209907173,11465,7639,2023-09-28 09:04:06+07:00,1,1700000.0,10626723.99
89738,209896705,6583,15414,2023-09-28 08:01:27+07:00,1,8142.0,115071.84
88319,209906842,1688,7977,2023-09-28 09:01:53+07:00,5,-525670.0,87539.95
629346,239215641,11465,7639,2023-12-13 17:51:00+07:00,5,-30000.0,11320000.79
16205,239141476,2604,13082,2023-12-13 02:15:29+07:00,5,-50000.0,7714657.76
199812,239245899,18084,6376,2023-12-13 22:10:25+07:00,5,-50000.0,1500768.96
178212,239151186,10641,8538,2023-12-13 07:41:36+07:00,1,100000.0,101769.5
17800,239212479,2346,9437,2023-12-13 17:25:24+07:00,5,-300000.0,500372.43
595538,239165284,5614,1207,2023-12-13 10:45:20+07:00,5,-500000.0,17716405.97
615845,239176833,5614,1207,2023-12-13 12:41:41+07:00,5,-1000000.0,16716405.97
628071,209896712,2623,6240,2023-09-28 08:01:28+07:00,1,10010.0,695804.15
178418,209897177,19108,11284,2023-09-28 08:02:08+07:00,1,20100.0,414903.0
642102,209883723,11465,7639,2023-09-28 07:02:02+07:00,1,1650723.0,8926723.99
16952,209896852,1035,6672,2023-09-28 08:01:43+07:00,1,10779.0,951199.52
618767,209896660,3533,6228,2023-09-28 08:01:22+07:00,1,39094.0,5541003.81
176311,209884439,1688,7977,2023-09-28 07:02:41+07:00,1,525670.0,613209.95
89739,209897147,11213,1734,2023-09-28 08:02:06+07:00,1,40323.0,283261.0
375366,293707209,19084,15442,2024-05-01 00:28:54+07:00,2,197165.49,47620295.93
14596,209897068,4090,11745,2023-09-28 08:02:02+07:00,1,2903.0,116147.58
379865,293763792,2297,7638,2024-05-01 00:37:47+07:00,2,215.75,46094.31
361719,293533377,19108,11284,2024-05-01 00:01:45+07:00,2,4785.44,1174165.43
455348,280906709,15927,11920,2024-04-01 00:28:41+07:00,4,,545687.11
627493,210092272,6583,15414,2023-09-29 07:03:50+07:00,1,8142.0,123213.84
178471,210237690,7868,825,2023-09-29 21:18:48+07:00,1,3000000.0,3006121.13
88344,210101138,6583,15414,2023-09-29 08:22:39+07:00,1,800000.0,923213.84
113524,210092646,515,541,2023-09-29 07:04:34+07:00,1,10358.0,222110.0
176363,210092624,11213,1734,2023-09-29 07:04:31+07:00,1,40323.0,323584.0
627496,210092443,2297,7638,2023-09-29 07:04:11+07:00,1,4966.0,15898.04
14620,210092278,2623,6240,2023-09-29 07:03:51+07:00,1,10010.0,705814.15
641258,210092563,4090,11745,2023-09-29 07:04:27+07:00,1,2903.0,119050.58
627511,210221947,2604,13082,2023-09-29 19:40:36+07:00,5,-500000.0,2119600.32
404291,297816204,1035,6672,2024-05-01 07:13:49+07:00,1,10779.0,225854.32
366648,293596091,12429,10694,2024-05-01 00:11:39+07:00,2,14515.32,3537606.68
370943,293653016,2212,5908,2024-05-01 00:20:34+07:00,2,1875.33,3168.99
209362,297816741,6719,2109,2024-05-01 07:15:09+07:00,1,16853.0,2672934.34
199196,211880584,2623,6240,2023-09-30 13:22:53+07:00,4,,715824.15
634426,212407543,18084,6376,2023-09-30 16:41:31+07:00,5,-50000.0,5450554.02
178479,210292977,3533,6228,2023-09-30 07:03:37+07:00,1,39094.0,5619191.81
589696,212464502,2524,9210,2023-09-30 23:08:18+07:00,5,-30000.0,7464655.96
631725,218503669,2604,13082,2023-10-22 01:03:27+07:00,5,-9000.0,2794869.55
380072,293766511,10641,8538,2024-05-01 00:38:14+07:00,2,5753.0,1356144.69
183261,218510143,4090,11745,2023-10-22 07:08:36+07:00,1,2903.0,180304.81
615404,218510222,19108,11284,2023-10-22 07:08:53+07:00,1,10570.0,678819.32
358779,218509644,2623,6240,2023-10-22 07:07:23+07:00,1,10010.0,938193.23
614605,218509820,9718,10957,2023-10-22 07:07:51+07:00,1,17858.0,302894.51
117812,218509728,6583,15414,2023-10-22 07:07:38+07:00,1,8142.0,610992.15
97834,218510219,515,541,2023-10-22 07:08:53+07:00,1,20497.0,693899.96
612304,218276465,19034,7354,2023-10-19 12:05:03+07:00,5,-50000.0,6232.65
96583,218281073,2297,7638,2023-10-19 12:58:20+07:00,5,-50000.0,11292.07
628275,212376991,11213,1734,2023-09-30 14:16:48+07:00,4,,323584.0
641443,212448197,11465,7639,2023-09-30 20:49:53+07:00,1,15604.0,10517327.99
17035,210482053,5614,1207,2023-09-30 10:13:30+07:00,4,,18453359.58
89810,210307838,1922,2526,2023-09-30 08:52:55+07:00,4,,662255.35
589611,211989224,1688,7977,2023-09-30 13:34:38+07:00,4,,328181.95
631183,218572816,11465,7639,2023-10-22 22:57:51+07:00,5,-130000.0,11720449.05
615405,218514513,11465,7639,2023-10-22 08:45:52+07:00,5,-50000.0,11850449.05
17097,212034514,2604,13082,2023-09-30 13:39:34+07:00,4,,2119600.32
634286,210293020,2623,6240,2023-09-30 07:03:43+07:00,1,10010.0,715824.15
619109,210293359,4090,11745,2023-09-30 07:04:16+07:00,1,2903.0,121953.58
631167,218510347,1688,7977,2023-10-22 07:09:13+07:00,1,20218.0,773329.59
612355,218510118,3533,6228,2023-10-22 07:08:32+07:00,1,39094.0,6497684.31
614606,218510300,1035,6672,2023-10-22 07:09:07+07:00,1,10779.0,518620.7
34696,218510366,11213,1734,2023-10-22 07:09:18+07:00,1,40323.0,195329.82
183265,218519824,3799,7665,2023-10-22 10:31:11+07:00,5,-50000.0,154452.5
631169,218516887,1922,2526,2023-10-22 09:35:20+07:00,5,-500000.0,165813.06
117762,218258512,3533,6228,2023-10-19 07:07:24+07:00,1,39094.0,6380402.31
612309,218316118,2604,13082,2023-10-19 19:37:54+07:00,5,-10500.0,1823869.55
631669,218258227,6583,15414,2023-10-19 07:06:31+07:00,1,8142.0,586566.15
97786,218274068,2604,13082,2023-10-19 11:29:48+07:00,5,-6000.0,1864369.55
20434,218258968,4090,11745,2023-10-19 07:08:23+07:00,1,2903.0,174498.81
20432,218258470,9718,10957,2023-10-19 07:07:19+07:00,1,17858.0,249320.51
301162,218288360,2346,9437,2023-10-19 14:32:41+07:00,5,-500000.0,250870.3
615345,218258295,515,541,2023-10-19 07:06:49+07:00,1,20497.0,632408.96
624164,218259093,2623,6240,2023-10-19 07:08:39+07:00,1,10010.0,908163.23
34631,218258265,1035,6672,2023-10-19 07:06:38+07:00,1,10779.0,486283.7
402158,218258368,19108,11284,2023-10-19 07:06:59+07:00,1,10570.0,647109.32
402160,218258616,1688,7977,2023-10-19 07:07:36+07:00,1,20218.0,712675.59
34632,218265182,893,15169,2023-10-19 09:03:57+07:00,5,-20000.0,7980098.24
34633,218270403,2604,13082,2023-10-19 10:32:27+07:00,5,-500000.0,1870369.55
117772,218323651,5614,1207,2023-10-19 21:12:12+07:00,5,-200000.0,19843052.76
301159,218281669,2346,9437,2023-10-19 13:07:10+07:00,5,-50000.0,750870.3
301165,218300728,2604,13082,2023-10-19 16:47:45+07:00,5,-30000.0,1834369.55
612302,218260013,7868,825,2023-10-19 07:26:31+07:00,5,-624000.0,1076772.35
97794,218324719,5614,1207,2023-10-19 21:27:31+07:00,5,-200000.0,19643052.76
113665,212192552,19034,7354,2023-09-30 13:56:55+07:00,4,,20864.45
176385,210293204,19034,7354,2023-09-30 07:04:02+07:00,1,4966.0,20864.45
619199,212120440,10641,8538,2023-09-30 13:49:00+07:00,4,,1001880.33
26937,212135815,9718,10957,2023-09-30 13:50:41+07:00,4,,69543.97
14738,211997522,6583,15414,2023-09-30 13:35:30+07:00,4,,931355.84
627517,210293203,2297,7638,2023-09-30 07:04:02+07:00,1,4966.0,20864.04
176381,210287013,3821,15923,2023-09-30 06:16:02+07:00,5,-3500000.0,7551437.69
14732,211951716,3533,6228,2023-09-30 13:30:33+07:00,4,,5619191.81
194704,212057255,2979,8562,2023-09-30 13:41:58+07:00,4,,2000006.57
443732,280749689,5614,1207,2024-04-01 00:06:12+07:00,4,,22076634.07
26957,212309719,4090,11745,2023-09-30 14:09:47+07:00,4,,121953.58
618837,210293446,515,541,2023-09-30 07:04:23+07:00,1,20497.0,242607.0
634285,210292862,1688,7977,2023-09-30 07:03:14+07:00,1,20218.0,328181.95
628160,210987753,7868,825,2023-09-30 11:45:17+07:00,4,,3006121.13
14658,210308803,2212,5908,2023-09-30 08:53:33+07:00,4,,2030.23
113678,212267170,18084,6376,2023-09-30 14:04:59+07:00,4,,5500554.02
113543,210293153,1035,6672,2023-09-30 07:03:58+07:00,1,10779.0,972757.52
641292,210309001,2346,9437,2023-09-30 08:53:41+07:00,4,,2001094.6
618875,211115248,893,15169,2023-09-30 11:59:05+07:00,4,,11180489.46
597945,212354884,515,541,2023-09-30 14:14:40+07:00,4,,242607.0
641382,212189528,2297,7638,2023-09-30 13:56:36+07:00,4,,20864.04
642185,210665472,3821,15923,2023-09-30 11:09:36+07:00,4,,7551437.69
17036,210490076,3799,7665,2023-09-30 10:15:35+07:00,4,,3604489.12
89803,210293015,6583,15414,2023-09-30 07:03:42+07:00,1,8142.0,931355.84
374962,293702460,1035,6672,2024-05-01 00:28:11+07:00,4,,214259.58
353610,297815355,893,15169,2024-05-01 07:11:57+07:00,1,1125000.0,2143534.85
374780,293700049,2604,13082,2024-05-01 00:27:49+07:00,2,122.53,27708.51
376996,293726718,15927,11920,2024-05-01 00:31:58+07:00,7,-1444.5,2766416.84
379149,293754206,13507,9175,2024-05-01 00:36:17+07:00,7,-1244.42,170454.94
370299,293645061,2623,6240,2024-05-01 00:19:20+07:00,4,,1118039.61
374779,293700047,2604,13082,2024-05-01 00:27:49+07:00,4,,27585.98
375367,293707212,19084,15442,2024-05-01 00:28:54+07:00,7,-39433.1,47580862.83
461125,263263709,2524,9210,2024-02-20 15:03:31+07:00,1,243000.0,13851446.64
374964,293702467,1035,6672,2024-05-01 00:28:11+07:00,7,-203.94,215075.32
192173,263217475,3533,6228,2024-02-20 07:07:24+07:00,1,39094.0,11230706.07
277590,263217228,6583,15414,2024-02-20 07:06:45+07:00,1,8142.0,2533918.77
552124,263216392,12429,10694,2024-02-20 07:04:33+07:00,1,22444.0,1936184.68
555778,263270054,15927,11920,2024-02-20 15:51:14+07:00,5,-7000.0,1668566.75
646758,263216484,2297,7638,2024-02-20 07:04:48+07:00,1,4966.0,50674.38
276740,263207540,2604,13082,2024-02-20 02:04:46+07:00,5,-5000.0,100432.14
192172,263217152,1035,6672,2024-02-20 07:06:33+07:00,1,10779.0,417916.19
192170,263216371,19108,11284,2024-02-20 07:04:30+07:00,1,20169.0,257796.48
339142,263216370,515,541,2024-02-20 07:04:30+07:00,1,20550.0,3921142.54
571479,263269854,15927,11920,2024-02-20 15:50:01+07:00,5,-45000.0,1675566.75
550451,263216265,6719,2109,2024-02-20 07:04:16+07:00,1,16853.0,1572914.2
552123,263215938,4090,11745,2024-02-20 07:03:24+07:00,1,2903.0,286893.45
647502,263217074,20365,11071,2024-02-20 07:06:20+07:00,1,334816.0,1986662.0
555779,263270315,19108,11284,2024-02-20 15:53:15+07:00,1,1870000.0,2127796.48
196552,263248835,1688,7977,2024-02-20 12:55:24+07:00,1,60000.0,596174.06
638344,263215727,19034,7354,2024-02-20 07:02:51+07:00,1,4966.0,50716.81
555767,263207570,2604,13082,2024-02-20 02:06:17+07:00,5,-8000.0,92432.14
338166,263216717,13507,9175,2024-02-20 07:05:24+07:00,1,26916.0,926381.35
635832,263216102,15382,2864,2024-02-20 07:03:51+07:00,1,51000.0,5428453.09
567265,263216168,11213,1734,2024-02-20 07:04:00+07:00,1,44113.0,1207974.75
144270,263266820,2604,13082,2024-02-20 15:27:48+07:00,5,-10000.0,82432.14
552121,263207507,2604,13082,2024-02-20 02:03:35+07:00,5,-30000.0,105432.14
555766,263205120,1688,7977,2024-02-20 00:48:00+07:00,1,50000.0,536174.06
555783,263282756,15927,11920,2024-02-20 17:07:37+07:00,5,-50000.0,1618566.75
638353,263248988,1688,7977,2024-02-20 12:57:03+07:00,1,10000.0,606174.06
461122,263248543,893,15169,2024-02-20 12:52:26+07:00,5,-200000.0,10369310.94
339145,263222324,15927,11920,2024-02-20 08:03:03+07:00,1,150000.0,1720566.75
368147,293616142,2979,8562,2024-05-01 00:14:49+07:00,2,6478.24,1790503.09
144261,263224922,11213,1734,2024-02-20 08:34:23+07:00,5,-1000000.0,207974.75
106548,298017275,14602,13945,2024-05-01 23:21:43+07:00,1,130000.0,144252.29
364115,293564507,3533,6228,2024-05-01 00:06:42+07:00,2,60368.67,13682465.44
376356,293719695,2524,9210,2024-05-01 00:30:52+07:00,2,57825.95,12544662.48
365382,293579949,3821,15923,2024-05-01 00:09:09+07:00,4,,20430009.98
287138,297852043,20365,11071,2024-05-01 10:36:56+07:00,1,1200000.0,11234385.06
375350,293706985,4090,11745,2024-05-01 00:28:52+07:00,4,,217594.96
364411,293568123,20365,11071,2024-05-01 00:07:17+07:00,2,17817.27,10037948.51
379436,293758416,2346,9437,2024-05-01 00:36:57+07:00,7,-861.7,5920.77
306721,297816493,13507,9175,2024-05-01 07:14:29+07:00,1,26916.0,197370.94
374204,293693458,18084,6376,2024-05-01 00:26:48+07:00,4,,3700010.57
371121,293655725,11213,1734,2024-05-01 00:20:58+07:00,7,-422.96,271270.45
366649,293596093,12429,10694,2024-05-01 00:11:39+07:00,7,-2903.06,3534703.62
363922,293562115,5614,1207,2024-05-01 00:06:20+07:00,4,,17786292.33
374206,293693471,18084,6376,2024-05-01 00:26:48+07:00,7,-2875.03,3711510.7
374963,293702463,1035,6672,2024-05-01 00:28:11+07:00,2,1019.68,215279.26
373953,293690598,893,15169,2024-05-01 00:26:20+07:00,2,22547.47,1023044.34
376221,293717946,3799,7665,2024-05-01 00:30:35+07:00,2,5519.33,1070201.14
170813,297819559,6583,15414,2024-05-01 07:33:43+07:00,1,8142.0,2925498.11
365517,293581735,1922,2526,2024-05-01 00:09:26+07:00,4,,7008448.79
324673,297815439,19034,7354,2024-05-01 07:12:08+07:00,1,4966.0,46015.2
106525,297881684,2623,6240,2024-05-01 13:25:09+07:00,5,-200000.0,926676.35
365383,293579952,3821,15923,2024-05-01 00:09:09+07:00,2,73951.68,20503961.66
437256,229596438,5614,1207,2023-11-24 15:42:30+07:00,1,2375000.0,23750909.82
467250,229533460,515,541,2023-11-24 07:14:12+07:00,1,40066.0,4681122.42
191286,229591823,3821,15923,2023-11-24 15:09:43+07:00,5,-15000.0,6385764.42
191278,229534814,3533,6228,2023-11-24 07:17:14+07:00,1,39094.0,7811245.73
195652,229533617,15382,2864,2023-11-24 07:14:37+07:00,1,44165.0,1236678.7
163284,229534791,9718,10957,2023-11-24 07:17:11+07:00,1,17858.0,163845.9
131365,229534674,13507,9175,2023-11-24 07:16:54+07:00,1,2387.0,28192.0
131364,229533845,1688,7977,2023-11-24 07:15:07+07:00,1,20218.0,1790567.83
191276,229534228,11213,1734,2023-11-24 07:15:59+07:00,1,40323.0,689199.8
275826,229533708,2297,7638,2023-11-24 07:14:48+07:00,1,4966.0,45857.31
365384,293579954,3821,15923,2024-05-01 00:09:09+07:00,7,-14790.34,20489171.32
195695,229762493,1688,7977,2023-11-25 23:37:40+07:00,5,-100000.0,1690567.83
195677,229662570,3799,7665,2023-11-25 05:56:14+07:00,5,-100000.0,246144.24
42997,229678745,6583,15414,2023-11-25 09:45:37+07:00,5,-100000.0,9880.28
41090,229703675,2524,9210,2023-11-25 14:25:17+07:00,5,-10000.0,9490606.49
298375,229662517,2604,13082,2023-11-25 05:53:46+07:00,5,-30000.0,2259575.28
275871,229731114,18084,6376,2023-11-25 18:06:06+07:00,5,-30000.0,3150474.57
499036,291190526,11213,1734,2024-04-30 07:09:41+07:00,1,44113.0,269578.62
90797,291190974,2623,6240,2024-04-30 07:10:25+07:00,1,10010.0,1118039.61
275800,229197604,2524,9210,2023-11-22 19:40:30+07:00,5,-147000.0,4144606.49
163236,229125900,6719,2109,2023-11-22 07:08:11+07:00,1,16853.0,84265.0
41011,229126337,19108,11284,2023-11-22 07:09:05+07:00,1,10570.0,1008794.38
100124,229125840,6583,15414,2023-11-22 07:08:03+07:00,1,8142.0,241738.28
42525,229196068,15927,11920,2023-11-22 19:26:57+07:00,5,-35000.0,137993.14
163238,229126373,15382,2864,2023-11-22 07:09:08+07:00,1,44165.0,1148348.7
195608,229126735,13507,9175,2023-11-22 07:09:51+07:00,1,2387.0,23418.0
191232,229125990,1035,6672,2023-11-22 07:08:21+07:00,1,10779.0,146961.88
275785,229126170,2297,7638,2023-11-22 07:08:43+07:00,1,4966.0,35925.31
334362,229127048,2623,6240,2023-11-22 07:10:31+07:00,1,10010.0,1251792.41
131381,229667026,515,541,2023-11-25 07:16:00+07:00,1,40066.0,4721188.42
334436,229728352,11465,7639,2023-11-25 17:42:09+07:00,5,-5000.0,11910923.81
42992,229666449,1035,6672,2023-11-25 07:14:35+07:00,1,10779.0,168519.88
131380,229666342,15382,2864,2023-11-25 07:14:16+07:00,1,44165.0,1280843.7
467280,229667098,2297,7638,2023-11-25 07:16:11+07:00,1,4966.0,50823.31
467279,229666842,19108,11284,2023-11-25 07:15:35+07:00,1,10570.0,1040504.38
41084,229666900,2623,6240,2023-11-25 07:15:42+07:00,1,10010.0,1281822.41
467276,229666474,4090,11745,2023-11-25 07:14:38+07:00,1,2903.0,53428.31
334429,229667737,3533,6228,2023-11-25 07:17:43+07:00,1,39094.0,7850339.73
275854,229666980,11213,1734,2023-11-25 07:15:53+07:00,1,40323.0,729522.8
195683,229667959,19034,7354,2023-11-25 07:18:15+07:00,1,4966.0,50715.14
195682,229667382,9718,10957,2023-11-25 07:16:53+07:00,1,17858.0,181703.9
467282,229667522,6719,2109,2023-11-25 07:17:15+07:00,1,16853.0,134824.0
169113,233766440,1922,2526,2023-12-01 00:11:44+07:00,2,11810.69,3992776.37
324702,297918537,11465,7639,2024-05-01 16:02:37+07:00,1,172.0,19638332.1
371473,293659773,15382,2864,2024-05-01 00:21:36+07:00,7,-12993.37,15103350.88
379553,293759716,1688,7977,2024-05-01 00:37:09+07:00,2,3233.31,16171.08
363083,293550736,6583,15414,2024-05-01 00:04:33+07:00,2,16897.55,2920735.62
364114,293564504,3533,6228,2024-05-01 00:06:42+07:00,4,,13622096.77
375365,293707208,19084,15442,2024-05-01 00:28:54+07:00,4,,47423130.44
458783,297816038,9718,10957,2024-05-01 07:13:25+07:00,1,17858.0,628393.62
379148,293754205,13507,9175,2024-05-01 00:36:17+07:00,2,6222.1,171699.36
361718,293533375,19108,11284,2024-05-01 00:01:45+07:00,4,,1169379.99
96544,218071493,4090,11745,2023-10-17 07:07:20+07:00,1,2903.0,168692.81
631074,218071971,3533,6228,2023-10-17 07:08:11+07:00,1,39094.0,6302214.31
97743,218071531,515,541,2023-10-17 07:07:29+07:00,1,20497.0,591414.96
117721,218061643,2346,9437,2023-10-17 00:24:00+07:00,5,-200000.0,600870.3
183164,218098609,3821,15923,2023-10-17 12:55:12+07:00,5,-100000.0,10950091.27
358678,218100133,3799,7665,2023-10-17 13:13:18+07:00,5,-100000.0,42309.5
615298,218061620,2346,9437,2023-10-17 00:22:58+07:00,5,-200000.0,800870.3
301096,218061665,2346,9437,2023-10-17 00:24:40+07:00,5,-150000.0,450870.3
614502,218070811,18084,6376,2023-10-17 07:01:32+07:00,1,100000.0,4900599.39
358688,218142325,7868,825,2023-10-17 19:50:16+07:00,5,-300000.0,11700772.35
612266,218071353,9718,10957,2023-10-17 07:06:58+07:00,1,17858.0,213604.51
117732,218077078,3821,15923,2023-10-17 08:29:38+07:00,5,-2500000.0,8550091.27
624125,218071513,19108,11284,2023-10-17 07:07:23+07:00,1,10570.0,625969.32
624127,218090844,2979,8562,2023-10-17 11:33:18+07:00,1,250000.0,2000795.91
631090,218149550,2346,9437,2023-10-17 21:04:30+07:00,1,550000.0,850870.3
358670,218071524,2623,6240,2023-10-17 07:07:27+07:00,1,10010.0,888143.23
624157,218224036,18084,6376,2023-10-18 18:44:22+07:00,5,-200000.0,4700599.39
117751,218179198,2604,13082,2023-10-18 10:16:13+07:00,5,-200000.0,2402104.55
117722,218061701,2346,9437,2023-10-17 00:26:11+07:00,5,-100000.0,350870.3
97737,218061724,2346,9437,2023-10-17 00:27:31+07:00,5,-50000.0,300870.3
631088,218138478,7868,825,2023-10-17 19:15:08+07:00,5,-430000.0,12000772.35
20404,218081218,3821,15923,2023-10-17 09:27:39+07:00,1,2500000.0,11050091.27
615303,218071395,1688,7977,2023-10-17 07:07:04+07:00,1,20218.0,672239.59
614504,218071364,1035,6672,2023-10-17 07:07:00+07:00,1,10779.0,464725.7
301102,218071301,6583,15414,2023-10-17 07:06:48+07:00,1,8142.0,570282.15
301117,218135835,2604,13082,2023-10-17 19:04:09+07:00,1,550000.0,2602104.55
301105,218072271,11213,1734,2023-10-17 07:08:44+07:00,1,40323.0,69683.82
41073,229631131,2524,9210,2023-11-24 19:51:14+07:00,1,1800000.0,9500606.49
100170,229534548,6719,2109,2023-11-24 07:16:41+07:00,1,16853.0,117971.0
437257,229596763,5614,1207,2023-11-24 15:44:48+07:00,1,385497.0,24136406.82
577446,229585821,3821,15923,2023-11-24 14:24:39+07:00,1,550000.0,9200764.42
624088,217880537,1688,7977,2023-10-15 07:02:44+07:00,1,20218.0,631803.59
183130,217924981,7868,825,2023-10-15 18:06:17+07:00,1,12450000.0,12630772.35
34563,217880718,11213,1734,2023-10-15 07:03:04+07:00,1,40323.0,889037.82
34564,217880741,515,541,2023-10-15 07:03:06+07:00,1,20497.0,550420.96
612235,217907387,3821,15923,2023-10-15 14:42:04+07:00,1,2650000.0,11050091.27
631604,217900720,893,15169,2023-10-15 13:05:08+07:00,5,-100000.0,10003098.24
20370,217924970,893,15169,2023-10-15 18:06:14+07:00,5,-262000.0,9741098.24
20365,217901582,10641,8538,2023-10-15 13:18:27+07:00,5,-50000.0,152373.42
